,Booking_ID,no_of_adults,no_of_children,no_of_weekend_nights,no_of_week_nights,type_of_meal_plan,required_car_parking_space,room_type_reserved,lead_time,arrival_year,arrival_month,arrival_date,market_segment_type,repeated_guest,no_of_previous_cancellations,no_of_previous_bookings_not_canceled,avg_price_per_room,no_of_special_requests,booking_status
7208,INN07209,2,0,1,2,Meal Plan 1,0,Room_Type 1,150,2018,10,3,Online,0,0,0,118.8,2,Not_Canceled
17812,INN17813,2,0,2,2,Meal Plan 1,0,Room_Type 4,220,2018,8,14,Online,0,0,0,108.45,0,Canceled
22859,INN22860,2,0,1,2,Meal Plan 1,0,Room_Type 4,5,2018,9,12,Online,0,0,0,177.33,0,Canceled
29342,INN29343,1,0,0,1,Not Selected,0,Room_Type 1,0,2018,12,20,Online,1,0,2,56.0,0,Not_Canceled
17951,INN17952,2,0,1,2,Meal Plan 1,0,Room_Type 1,109,2018,5,30,Offline,0,0,0,75.0,0,Not_Canceled
10166,INN10167,2,0,0,2,Meal Plan 2,0,Room_Type 1,346,2018,9,13,Offline,0,0,0,115.0,1,Canceled
10111,INN10112,3,0,0,2,Meal Plan 1,0,Room_Type 1,30,2018,3,4,Online,0,0,0,88.9,0,Not_Canceled
31091,INN31092,2,0,0,2,Meal Plan 1,0,Room_Type 2,47,2017,11,5,Online,0,0,0,105.5,2,Not_Canceled
35885,INN35886,2,0,0,2,Meal Plan 1,0,Room_Type 4,68,2018,6,30,Online,0,0,0,131.4,1,Canceled
10443,INN10444,2,0,0,3,Meal Plan 1,0,Room_Type 1,64,2018,9,28,Offline,0,0,0,101.52,0,Not_Canceled
28881,INN28882,2,0,1,3,Not Selected,0,Room_Type 1,34,2018,3,14,Online,0,0,0,71.1,1,Not_Canceled
4352,INN04353,2,0,0,3,Meal Plan 1,0,Room_Type 1,60,2018,6,21,Online,0,0,0,99.9,1,Not_Canceled
24763,INN24764,1,1,2,3,Meal Plan 1,0,Room_Type 1,163,2018,10,23,Online,0,0,0,74.65,2,Not_Canceled
28634,INN28635,2,0,2,1,Not Selected,0,Room_Type 1,44,2018,10,2,Online,0,0,0,108.0,1,Canceled
4548,INN04549,2,0,2,2,Meal Plan 1,0,Room_Type 1,226,2018,10,29,Offline,0,0,0,70.0,1,Not_Canceled
17463,INN17464,3,0,0,1,Meal Plan 1,0,Room_Type 1,6,2018,3,4,Online,0,0,0,140.0,0,Not_Canceled
33079,INN33080,1,0,2,4,Meal Plan 1,0,Room_Type 1,69,2018,6,12,Offline,0,0,0,120.0,0,Canceled
22513,INN22514,2,0,0,1,Meal Plan 1,0,Room_Type 4,13,2018,6,28,Online,0,0,0,146.0,1,Not_Canceled
11427,INN11428,2,0,1,2,Meal Plan 1,0,Room_Type 1,89,2018,5,9,Offline,0,0,0,75.0,1,Not_Canceled
9720,INN09721,2,0,1,0,Meal Plan 1,0,Room_Type 1,286,2018,10,16,Offline,0,0,0,90.0,0,Canceled
6128,INN06129,1,0,0,3,Meal Plan 1,0,Room_Type 1,335,2018,10,13,Offline,0,0,0,80.0,0,Not_Canceled
31734,INN31735,2,0,0,2,Meal Plan 1,0,Room_Type 1,301,2018,11,18,Offline,0,0,0,52.0,0,Canceled
1186,INN01187,2,0,0,2,Meal Plan 1,0,Room_Type 1,71,2018,4,1,Online,0,0,0,87.3,0,Canceled
23210,INN23211,2,0,2,2,Meal Plan 1,0,Room_Type 1,50,2018,10,16,Online,0,0,0,126.0,2,Not_Canceled
34133,INN34134,3,0,0,1,Meal Plan 1,0,Room_Type 4,24,2018,2,27,Online,0,0,0,130.0,1,Not_Canceled
15625,INN15626,2,0,2,5,Not Selected,0,Room_Type 1,13,2018,11,12,Online,0,0,0,59.33,1,Not_Canceled
35104,INN35105,2,0,1,1,Meal Plan 2,0,Room_Type 1,247,2018,6,6,Offline,0,0,0,115.0,1,Canceled
15068,INN15069,2,0,0,1,Meal Plan 1,0,Room_Type 1,1,2017,10,14,Corporate,0,0,0,95.0,1,Not_Canceled
12626,INN12627,3,0,1,2,Meal Plan 1,0,Room_Type 4,83,2018,11,4,Online,0,0,0,122.4,2,Not_Canceled
4428,INN04429,2,1,2,2,Meal Plan 1,0,Room_Type 4,134,2018,8,19,Online,0,0,0,139.95,2,Not_Canceled
20205,INN20206,2,0,1,0,Meal Plan 1,0,Room_Type 1,5,2018,9,26,Corporate,0,0,0,84.0,0,Not_Canceled
33973,INN33974,1,0,2,4,Meal Plan 1,0,Room_Type 1,69,2018,6,12,Offline,0,0,0,120.0,0,Canceled
3319,INN03320,1,0,2,1,Meal Plan 1,0,Room_Type 1,38,2018,6,19,Online,0,0,0,81.0,0,Canceled
24106,INN24107,2,0,2,4,Meal Plan 1,0,Room_Type 4,258,2018,8,18,Offline,0,0,0,82.44,0,Not_Canceled
22278,INN22279,1,0,0,1,Meal Plan 1,0,Room_Type 4,2,2018,3,2,Offline,0,0,0,55.0,0,Not_Canceled
2884,INN02885,2,0,1,2,Meal Plan 1,0,Room_Type 1,207,2018,12,30,Offline,0,0,0,161.67,0,Not_Canceled
16135,INN16136,2,0,1,4,Not Selected,0,Room_Type 1,109,2018,7,4,Online,0,0,0,97.75,0,Not_Canceled
35673,INN35674,1,1,2,2,Meal Plan 1,0,Room_Type 1,68,2018,4,24,Offline,0,0,0,79.56,0,Canceled
31648,INN31649,2,0,0,2,Meal Plan 1,0,Room_Type 1,263,2018,10,21,Offline,0,0,0,110.0,0,Canceled
18629,INN18630,2,0,0,4,Meal Plan 1,0,Room_Type 2,31,2018,11,23,Online,0,0,0,77.86,2,Canceled
7032,INN07033,2,0,2,1,Meal Plan 1,0,Room_Type 1,14,2018,8,28,Online,0,0,0,130.0,2,Not_Canceled
18844,INN18845,2,0,1,2,Not Selected,0,Room_Type 1,6,2018,12,30,Online,0,0,0,126.0,0,Not_Canceled
11602,INN11603,1,0,2,1,Meal Plan 1,0,Room_Type 1,23,2018,10,15,Aviation,0,0,0,95.0,0,Canceled
8118,INN08119,2,0,2,2,Not Selected,1,Room_Type 1,214,2018,7,29,Online,0,0,0,89.75,1,Not_Canceled
10152,INN10153,2,0,0,2,Meal Plan 2,0,Room_Type 1,56,2017,9,17,Offline,0,0,0,82.0,0,Not_Canceled
28138,INN28139,2,0,0,3,Meal Plan 1,0,Room_Type 1,22,2018,2,4,Online,0,0,0,71.6,1,Not_Canceled
12111,INN12112,2,0,2,5,Meal Plan 1,0,Room_Type 1,69,2017,7,22,Online,0,0,0,76.5,1,Canceled
22900,INN22901,1,0,0,1,Meal Plan 1,0,Room_Type 1,71,2018,6,30,Online,0,0,0,112.5,0,Canceled
7930,INN07931,2,0,2,0,Meal Plan 1,0,Room_Type 4,155,2018,9,18,Online,0,0,0,143.1,0,Canceled
7828,INN07829,2,0,2,2,Meal Plan 1,0,Room_Type 1,60,2018,3,20,Offline,0,0,0,75.0,0,Canceled
16674,INN16675,2,0,2,2,Meal Plan 1,0,Room_Type 4,30,2017,10,16,Online,0,0,0,118.58,1,Not_Canceled
2964,INN02965,0,2,1,0,Meal Plan 1,0,Room_Type 2,197,2018,7,17,Online,0,0,0,86.5,0,Canceled
8694,INN08695,2,0,0,1,Meal Plan 1,0,Room_Type 1,179,2018,7,1,Online,0,0,0,96.3,1,Canceled
14080,INN14081,2,0,1,2,Meal Plan 1,0,Room_Type 1,273,2018,5,13,Offline,0,0,0,95.0,0,Canceled
15304,INN15305,2,0,1,2,Meal Plan 1,0,Room_Type 1,209,2018,4,25,Online,0,0,0,81.77,1,Not_Canceled
1555,INN01556,1,0,1,2,Meal Plan 1,0,Room_Type 1,57,2018,6,10,Offline,0,0,0,75.33,0,Not_Canceled
541,INN00542,2,1,0,1,Meal Plan 1,0,Room_Type 1,7,2018,4,7,Online,0,0,0,106.0,1,Not_Canceled
14312,INN14313,1,0,2,0,Meal Plan 1,0,Room_Type 1,0,2018,9,18,Complementary,0,0,0,0.0,0,Not_Canceled
16205,INN16206,1,0,0,1,Not Selected,0,Room_Type 1,14,2018,6,8,Online,0,0,0,109.0,0,Not_Canceled
7901,INN07902,2,0,0,1,Meal Plan 2,0,Room_Type 1,55,2018,4,6,Offline,0,0,0,104.0,0,Not_Canceled
504,INN00505,2,0,2,4,Meal Plan 1,0,Room_Type 1,152,2018,6,18,Offline,0,0,0,80.75,0,Not_Canceled
26845,INN26846,2,0,0,2,Meal Plan 2,0,Room_Type 1,39,2017,8,14,Offline,0,0,0,109.0,0,Not_Canceled
17988,INN17989,2,2,1,1,Not Selected,1,Room_Type 6,5,2017,8,15,Online,0,0,0,153.0,1,Not_Canceled
668,INN00669,2,0,0,3,Meal Plan 1,0,Room_Type 1,37,2018,10,13,Offline,0,0,0,105.0,0,Not_Canceled
3216,INN03217,2,0,1,0,Meal Plan 1,0,Room_Type 1,5,2018,8,21,Online,0,0,0,167.0,0,Canceled
15121,INN15122,2,0,2,5,Meal Plan 1,0,Room_Type 4,132,2018,7,31,Online,0,0,0,121.37,0,Canceled
7460,INN07461,3,0,1,3,Meal Plan 1,0,Room_Type 4,35,2018,10,3,Online,0,0,0,158.4,2,Not_Canceled
22710,INN22711,2,0,0,4,Meal Plan 1,0,Room_Type 5,4,2018,2,3,Offline,0,0,0,85.98,0,Not_Canceled
29778,INN29779,3,0,2,0,Meal Plan 1,0,Room_Type 4,36,2018,6,19,Online,0,0,0,145.8,0,Canceled
11283,INN11284,2,0,2,2,Meal Plan 1,0,Room_Type 1,1,2017,10,23,Online,0,0,0,96.3,1,Not_Canceled
32044,INN32045,2,0,1,1,Meal Plan 1,0,Room_Type 1,19,2018,7,16,Online,0,0,0,151.0,1,Canceled
5040,INN05041,1,0,0,2,Meal Plan 1,0,Room_Type 1,164,2017,10,2,Offline,0,0,0,100.0,0,Not_Canceled
31804,INN31805,2,0,0,2,Meal Plan 1,0,Room_Type 1,263,2018,10,21,Offline,0,0,0,110.0,0,Canceled
6591,INN06592,0,2,2,4,Meal Plan 1,0,Room_Type 2,296,2017,10,24,Online,0,0,0,65.29,0,Canceled
26963,INN26964,1,0,0,2,Meal Plan 1,0,Room_Type 1,12,2018,6,14,Corporate,1,0,5,65.0,1,Not_Canceled
16637,INN16638,1,0,0,2,Meal Plan 1,0,Room_Type 4,86,2018,10,26,Online,0,0,0,104.4,2,Not_Canceled
31797,INN31798,2,0,1,2,Meal Plan 1,0,Room_Type 1,25,2018,5,30,Online,0,0,0,123.0,0,Canceled
20183,INN20184,2,0,0,1,Not Selected,0,Room_Type 1,15,2018,7,20,Online,0,0,0,89.0,0,Canceled
35126,INN35127,2,0,1,0,Not Selected,0,Room_Type 1,0,2018,3,21,Online,0,0,0,68.53,0,Not_Canceled
8097,INN08098,2,0,0,3,Meal Plan 1,0,Room_Type 4,280,2018,11,16,Online,0,0,0,91.8,1,Canceled
10256,INN10257,1,0,0,1,Meal Plan 1,0,Room_Type 1,0,2017,9,8,Corporate,0,0,0,114.0,0,Not_Canceled
1979,INN01980,1,0,0,3,Meal Plan 1,0,Room_Type 1,71,2018,6,14,Offline,0,0,0,120.0,0,Not_Canceled
34587,INN34588,1,0,0,1,Meal Plan 1,0,Room_Type 1,6,2018,6,8,Corporate,1,0,4,65.0,1,Not_Canceled
34954,INN34955,3,0,0,4,Meal Plan 1,0,Room_Type 4,99,2018,8,24,Online,0,0,0,150.3,0,Canceled
20095,INN20096,1,0,0,1,Meal Plan 2,0,Room_Type 1,48,2017,9,11,Offline,0,0,0,80.0,0,Not_Canceled
7989,INN07990,1,0,0,3,Meal Plan 1,0,Room_Type 1,37,2018,10,13,Offline,0,0,0,95.0,0,Not_Canceled
13884,INN13885,2,0,0,2,Meal Plan 2,0,Room_Type 1,39,2017,8,14,Offline,0,0,0,109.0,0,Not_Canceled
13141,INN13142,2,0,0,3,Meal Plan 1,0,Room_Type 1,59,2018,11,2,Online,0,0,0,71.1,2,Not_Canceled
31931,INN31932,2,0,1,5,Meal Plan 1,0,Room_Type 4,123,2018,9,20,Online,0,0,0,143.1,1,Canceled
165,INN00166,1,0,2,1,Meal Plan 2,0,Room_Type 1,23,2018,1,2,Online,0,0,0,1.0,0,Not_Canceled
1623,INN01624,2,0,0,1,Meal Plan 1,0,Room_Type 1,12,2017,9,17,Online,0,0,0,152.0,1,Not_Canceled
13125,INN13126,2,0,1,2,Meal Plan 1,0,Room_Type 1,418,2018,9,26,Offline,0,0,0,75.0,0,Canceled
26832,INN26833,2,0,0,3,Meal Plan 1,0,Room_Type 4,31,2018,3,23,Online,0,0,0,142.4,1,Not_Canceled
3841,INN03842,2,0,1,2,Meal Plan 1,0,Room_Type 4,77,2018,10,7,Online,0,0,0,132.3,3,Not_Canceled
24276,INN24277,2,0,0,2,Meal Plan 2,0,Room_Type 1,74,2017,9,18,Offline,0,0,0,109.0,0,Not_Canceled
4604,INN04605,2,0,0,1,Not Selected,0,Room_Type 1,1,2018,8,4,Online,0,0,0,118.0,0,Not_Canceled
19442,INN19443,2,2,0,1,Meal Plan 1,0,Room_Type 6,0,2017,8,25,Online,0,0,0,156.0,0,Not_Canceled
32307,INN32308,2,0,2,3,Meal Plan 1,0,Room_Type 1,38,2018,1,10,Offline,0,0,0,60.0,0,Not_Canceled
20170,INN20171,2,2,2,3,Meal Plan 1,0,Room_Type 6,15,2018,3,17,Online,0,0,0,195.4,0,Canceled
26642,INN26643,2,0,0,2,Meal Plan 2,0,Room_Type 1,257,2017,7,1,Offline,0,0,0,101.5,0,Canceled
30121,INN30122,3,0,2,2,Meal Plan 1,0,Room_Type 4,6,2018,7,2,Online,0,0,0,180.0,2,Not_Canceled
5861,INN05862,1,0,0,1,Not Selected,0,Room_Type 1,8,2018,5,25,Online,0,0,0,119.0,0,Not_Canceled
1068,INN01069,2,0,1,2,Meal Plan 1,0,Room_Type 1,0,2018,5,9,Online,0,0,0,103.0,1,Not_Canceled
19397,INN19398,2,0,3,5,Not Selected,0,Room_Type 1,248,2018,10,24,Online,0,0,0,80.75,0,Canceled
14651,INN14652,2,0,2,1,Meal Plan 1,0,Room_Type 1,155,2018,6,26,Online,0,0,0,96.3,1,Not_Canceled
10842,INN10843,2,0,0,1,Not Selected,0,Room_Type 1,15,2018,6,23,Online,0,0,0,89.0,1,Canceled
26553,INN26554,2,0,1,3,Meal Plan 1,0,Room_Type 4,66,2018,9,8,Online,0,0,0,149.4,1,Canceled
23310,INN23311,0,2,1,4,Meal Plan 1,0,Room_Type 2,39,2018,2,22,Online,0,0,0,68.76,0,Not_Canceled
1139,INN01140,1,0,0,2,Meal Plan 1,0,Room_Type 1,164,2017,10,2,Offline,0,0,0,100.0,0,Not_Canceled
3373,INN03374,2,0,0,1,Meal Plan 1,0,Room_Type 1,443,2018,4,29,Online,0,0,0,65.0,0,Canceled
31027,INN31028,1,0,0,2,Meal Plan 1,0,Room_Type 1,32,2017,11,20,Offline,0,0,0,73.0,0,Not_Canceled
19184,INN19185,2,0,0,1,Meal Plan 1,0,Room_Type 5,5,2018,10,26,Complementary,0,0,0,0.0,2,Not_Canceled
5115,INN05116,2,0,0,3,Meal Plan 1,0,Room_Type 1,146,2017,12,29,Offline,0,0,0,75.0,0,Not_Canceled
23122,INN23123,2,0,2,0,Meal Plan 1,0,Room_Type 1,87,2018,10,30,Online,0,0,0,90.9,1,Canceled
13804,INN13805,1,0,0,3,Meal Plan 1,0,Room_Type 1,37,2018,10,13,Offline,0,0,0,95.0,0,Not_Canceled
32802,INN32803,2,1,0,2,Meal Plan 1,0,Room_Type 1,207,2018,8,17,Online,0,0,0,112.5,0,Canceled
12899,INN12900,3,0,1,2,Meal Plan 1,0,Room_Type 1,80,2018,4,11,Online,0,0,0,137.7,2,Not_Canceled
12286,INN12287,1,0,0,3,Not Selected,0,Room_Type 1,2,2018,4,20,Online,0,0,0,72.38,1,Not_Canceled
1847,INN01848,2,0,2,5,Meal Plan 1,0,Room_Type 2,127,2018,3,19,Online,0,0,0,94.7,1,Canceled
18837,INN18838,2,0,1,2,Meal Plan 1,0,Room_Type 1,418,2018,9,26,Offline,0,0,0,75.0,0,Canceled
6803,INN06804,2,2,0,3,Meal Plan 1,0,Room_Type 6,66,2017,11,19,Online,0,0,0,135.0,3,Not_Canceled
12665,INN12666,2,0,1,2,Meal Plan 1,0,Room_Type 1,67,2018,9,5,Online,0,0,0,75.54,1,Not_Canceled
20197,INN20198,2,0,2,5,Meal Plan 1,0,Room_Type 4,92,2018,3,5,Offline,0,0,0,52.0,0,Not_Canceled
19097,INN19098,2,0,0,2,Meal Plan 1,0,Room_Type 1,86,2017,9,24,Offline,0,0,0,105.0,0,Not_Canceled
7275,INN07276,2,0,2,2,Meal Plan 1,0,Room_Type 1,181,2018,7,30,Online,0,0,0,103.95,1,Canceled
16,INN00017,1,0,1,0,Meal Plan 1,0,Room_Type 1,0,2017,10,5,Offline,0,0,0,96.0,0,Not_Canceled
20174,INN20175,2,0,0,2,Meal Plan 2,0,Room_Type 1,102,2017,10,16,Offline,0,0,0,101.5,0,Canceled
16382,INN16383,2,0,2,0,Meal Plan 2,0,Room_Type 1,386,2018,10,23,Offline,0,0,0,115.0,1,Canceled
6513,INN06514,1,0,0,1,Meal Plan 1,0,Room_Type 1,101,2017,12,8,Online,0,0,0,63.75,1,Canceled
15751,INN15752,2,0,0,1,Not Selected,0,Room_Type 1,0,2017,10,6,Online,0,0,0,114.0,2,Not_Canceled
5140,INN05141,2,0,0,1,Meal Plan 1,0,Room_Type 2,254,2018,7,9,Online,0,0,0,100.7,1,Canceled
17110,INN17111,1,0,0,1,Meal Plan 2,0,Room_Type 1,48,2017,9,11,Offline,0,0,0,80.0,0,Not_Canceled
5647,INN05648,2,0,1,1,Meal Plan 1,0,Room_Type 1,25,2018,8,15,Offline,0,0,0,76.5,0,Not_Canceled
11233,INN11234,1,0,1,0,Meal Plan 1,0,Room_Type 1,11,2018,9,5,Corporate,0,0,0,112.88,0,Not_Canceled
17756,INN17757,2,0,0,3,Meal Plan 1,0,Room_Type 1,55,2018,4,6,Online,0,0,0,118.33,1,Canceled
9709,INN09710,2,0,1,0,Meal Plan 1,0,Room_Type 1,6,2018,6,5,Online,0,0,0,121.0,1,Not_Canceled
24376,INN24377,2,0,0,3,Not Selected,0,Room_Type 1,55,2018,3,2,Online,0,0,0,69.5,0,Canceled
16533,INN16534,2,2,2,4,Meal Plan 1,0,Room_Type 6,116,2018,10,15,Online,0,0,0,190.8,0,Canceled
19072,INN19073,1,0,1,1,Meal Plan 2,0,Room_Type 1,7,2018,5,21,Offline,0,0,0,91.0,1,Not_Canceled
27858,INN27859,2,0,2,1,Meal Plan 1,0,Room_Type 1,39,2018,7,2,Online,0,0,0,117.9,0,Canceled
23458,INN23459,1,0,0,2,Meal Plan 2,0,Room_Type 1,102,2017,10,16,Offline,0,0,0,80.0,0,Canceled
6768,INN06769,2,0,0,4,Meal Plan 1,0,Room_Type 1,1,2018,2,10,Online,0,0,0,93.0,2,Not_Canceled
11655,INN11656,2,0,0,4,Not Selected,0,Room_Type 1,0,2017,12,2,Online,0,0,0,67.95,0,Not_Canceled
12595,INN12596,2,2,2,1,Meal Plan 1,0,Room_Type 6,9,2018,11,26,Online,0,0,0,150.07,0,Not_Canceled
5020,INN05021,1,0,0,1,Meal Plan 1,0,Room_Type 1,0,2018,4,2,Online,0,0,0,6.0,0,Not_Canceled
3530,INN03531,2,0,0,1,Not Selected,1,Room_Type 1,2,2018,1,16,Online,1,11,10,86.0,1,Not_Canceled
19990,INN19991,1,0,0,2,Meal Plan 2,0,Room_Type 1,6,2017,12,10,Online,0,0,0,0.0,0,Not_Canceled
19837,INN19838,2,0,0,2,Not Selected,0,Room_Type 1,2,2018,3,24,Online,0,0,0,134.0,1,Not_Canceled
23152,INN23153,2,0,0,3,Meal Plan 1,0,Room_Type 1,51,2018,6,30,Online,0,0,0,117.9,0,Canceled
35980,INN35981,2,0,2,2,Meal Plan 1,0,Room_Type 4,23,2018,9,24,Online,0,0,0,161.5,2,Not_Canceled
1013,INN01014,2,0,1,2,Meal Plan 1,0,Room_Type 1,52,2018,5,27,Offline,0,0,0,85.0,0,Not_Canceled
21137,INN21138,2,0,0,3,Meal Plan 1,0,Room_Type 1,103,2018,5,4,Offline,0,0,0,80.0,0,Not_Canceled
16477,INN16478,1,0,0,1,Not Selected,0,Room_Type 1,69,2018,10,28,Online,0,0,0,57.52,1,Not_Canceled
28112,INN28113,2,1,0,3,Meal Plan 1,0,Room_Type 1,75,2017,7,28,Online,0,0,0,91.38,0,Not_Canceled
26483,INN26484,3,0,0,1,Meal Plan 1,0,Room_Type 4,14,2018,9,15,Online,0,0,0,205.0,2,Not_Canceled
4650,INN04651,2,0,1,2,Meal Plan 1,0,Room_Type 1,273,2018,6,24,Online,0,0,0,94.5,0,Canceled
30392,INN30393,1,0,1,0,Not Selected,0,Room_Type 1,53,2018,9,11,Online,0,0,0,94.32,0,Not_Canceled
22532,INN22533,2,0,1,4,Meal Plan 1,0,Room_Type 1,76,2018,3,23,Online,0,0,0,100.6,1,Not_Canceled
8278,INN08279,1,0,1,0,Meal Plan 1,1,Room_Type 1,30,2018,11,13,Corporate,1,0,3,67.0,0,Not_Canceled
3668,INN03669,2,0,1,2,Not Selected,0,Room_Type 1,178,2018,7,22,Online,0,0,0,88.5,0,Canceled
31353,INN31354,2,0,0,2,Meal Plan 1,0,Room_Type 4,43,2018,4,21,Offline,0,0,0,96.3,0,Not_Canceled
12610,INN12611,1,0,0,1,Meal Plan 1,0,Room_Type 1,4,2018,3,11,Corporate,0,0,0,99.0,0,Not_Canceled
1062,INN01063,1,0,2,2,Meal Plan 1,0,Room_Type 1,2,2017,10,18,Online,0,0,0,98.21,0,Not_Canceled
11112,INN11113,1,0,0,4,Meal Plan 2,0,Room_Type 1,33,2017,10,21,Offline,0,0,0,79.11,0,Not_Canceled
30815,INN30816,1,0,0,2,Meal Plan 1,0,Room_Type 1,181,2018,10,11,Offline,0,0,0,120.0,0,Canceled
20934,INN20935,2,0,1,2,Meal Plan 1,0,Room_Type 1,75,2018,9,26,Online,0,0,0,135.9,3,Not_Canceled
31392,INN31393,2,0,0,5,Meal Plan 2,0,Room_Type 1,230,2018,9,6,Offline,0,0,0,137.0,0,Canceled
97,INN00098,2,0,0,4,Meal Plan 1,0,Room_Type 1,118,2018,4,13,Online,0,0,0,90.95,1,Not_Canceled
35244,INN35245,2,0,1,0,Not Selected,0,Room_Type 1,49,2018,7,11,Online,0,0,0,93.15,0,Canceled
29918,INN29919,2,1,1,3,Meal Plan 1,0,Room_Type 1,141,2018,8,4,Online,0,0,0,119.0,2,Not_Canceled
6674,INN06675,2,0,2,3,Meal Plan 2,0,Room_Type 1,39,2018,8,26,Online,0,0,0,165.06,1,Canceled
6364,INN06365,2,0,2,3,Meal Plan 2,0,Room_Type 4,110,2018,7,9,Online,0,0,0,153.0,0,Canceled
10317,INN10318,2,0,1,1,Meal Plan 1,0,Room_Type 1,275,2018,6,4,Offline,0,0,0,62.8,0,Canceled
25192,INN25193,2,0,1,0,Not Selected,0,Room_Type 1,137,2018,4,17,Online,0,0,0,94.5,0,Not_Canceled
9763,INN09764,2,0,1,1,Meal Plan 1,0,Room_Type 1,275,2018,6,4,Offline,0,0,0,62.8,0,Canceled
1418,INN01419,3,0,0,1,Meal Plan 1,0,Room_Type 4,116,2018,7,28,Online,0,0,0,137.7,1,Not_Canceled
3329,INN03330,2,1,1,4,Meal Plan 1,0,Room_Type 1,225,2018,10,17,Online,0,0,0,106.25,0,Canceled
29961,INN29962,2,0,0,3,Meal Plan 1,0,Room_Type 1,37,2018,10,13,Offline,0,0,0,105.0,0,Not_Canceled
16174,INN16175,2,0,2,5,Meal Plan 1,0,Room_Type 1,18,2017,8,29,Online,0,0,0,98.57,2,Canceled
17667,INN17668,2,0,0,2,Meal Plan 1,0,Room_Type 1,29,2017,9,15,Online,0,0,0,94.5,2,Not_Canceled
33160,INN33161,2,0,1,2,Meal Plan 1,0,Room_Type 1,4,2018,10,3,Online,0,0,0,160.0,1,Not_Canceled
13002,INN13003,2,0,0,2,Meal Plan 1,0,Room_Type 1,31,2018,6,2,Offline,0,0,0,100.0,0,Not_Canceled
13010,INN13011,2,0,0,1,Meal Plan 1,0,Room_Type 1,0,2018,7,29,Online,0,0,0,121.0,2,Not_Canceled
21094,INN21095,0,2,2,2,Meal Plan 1,0,Room_Type 2,125,2018,10,9,Online,0,0,0,110.7,4,Not_Canceled
18779,INN18780,1,0,0,1,Meal Plan 1,0,Room_Type 1,2,2018,1,14,Corporate,1,0,8,66.0,0,Not_Canceled
29524,INN29525,1,0,0,1,Not Selected,0,Room_Type 1,1,2018,7,20,Online,0,0,0,99.0,1,Not_Canceled
24085,INN24086,2,0,2,3,Meal Plan 1,0,Room_Type 1,17,2018,10,9,Offline,0,0,0,95.0,1,Not_Canceled
13109,INN13110,2,0,0,3,Meal Plan 1,0,Room_Type 4,53,2018,6,9,Online,0,0,0,134.4,1,Canceled
18246,INN18247,2,0,1,0,Meal Plan 1,0,Room_Type 1,1,2018,3,28,Online,0,0,0,101.0,0,Not_Canceled
33905,INN33906,2,0,1,0,Meal Plan 1,0,Room_Type 1,23,2018,6,12,Online,0,0,0,94.35,0,Not_Canceled
29474,INN29475,2,0,0,2,Meal Plan 1,0,Room_Type 1,112,2018,8,16,Online,0,0,0,117.9,1,Not_Canceled
9620,INN09621,2,0,0,2,Meal Plan 1,0,Room_Type 1,64,2018,5,17,Corporate,0,0,0,140.0,0,Canceled
15365,INN15366,3,0,2,7,Meal Plan 2,0,Room_Type 4,142,2018,10,21,Online,0,0,0,187.0,0,Canceled
24665,INN24666,1,0,0,3,Meal Plan 1,0,Room_Type 1,151,2018,1,19,Offline,0,0,0,80.0,0,Not_Canceled
27141,INN27142,2,0,2,2,Meal Plan 1,0,Room_Type 1,6,2017,12,6,Offline,0,0,0,58.0,0,Not_Canceled
1977,INN01978,2,0,0,1,Meal Plan 2,0,Room_Type 1,55,2018,4,6,Offline,0,0,0,104.0,0,Not_Canceled
7234,INN07235,1,0,0,3,Not Selected,0,Room_Type 1,25,2018,5,10,Online,0,0,0,129.0,0,Not_Canceled
36166,INN36167,2,0,1,4,Meal Plan 1,0,Room_Type 1,84,2018,3,28,Online,0,0,0,82.45,1,Not_Canceled
18947,INN18948,1,0,0,1,Meal Plan 1,0,Room_Type 1,2,2017,12,9,Complementary,1,0,1,0.0,0,Not_Canceled
5446,INN05447,3,0,2,2,Meal Plan 1,0,Room_Type 4,19,2018,7,3,Online,0,0,0,187.0,2,Not_Canceled
17577,INN17578,2,0,0,4,Meal Plan 1,0,Room_Type 1,136,2018,10,5,Online,0,0,0,118.8,0,Canceled
3069,INN03070,2,0,1,0,Meal Plan 1,0,Room_Type 1,0,2018,3,20,Complementary,0,0,0,139.0,0,Not_Canceled
6526,INN06527,2,0,0,2,Meal Plan 1,0,Room_Type 4,160,2018,5,27,Online,0,0,0,128.35,1,Canceled
27440,INN27441,1,0,2,1,Meal Plan 1,0,Room_Type 1,6,2017,10,11,Online,0,0,0,97.02,2,Not_Canceled
24682,INN24683,3,0,0,3,Meal Plan 1,0,Room_Type 4,39,2018,3,31,Online,0,0,0,150.3,0,Not_Canceled
420,INN00421,2,0,1,3,Not Selected,0,Room_Type 1,122,2018,11,14,Online,0,0,0,75.9,2,Canceled
27401,INN27402,2,0,0,1,Meal Plan 1,0,Room_Type 1,11,2018,6,2,Online,0,0,0,111.35,0,Canceled
24611,INN24612,2,0,2,1,Meal Plan 2,0,Room_Type 1,150,2018,1,2,Offline,0,0,0,101.0,0,Not_Canceled
24161,INN24162,2,0,1,3,Meal Plan 2,0,Room_Type 1,210,2017,10,8,Offline,0,0,0,86.0,0,Canceled
